Unnamed: 0,image,keywords,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,NN,DD,GG,CC,AA,HH,MM,DR,active_C_labels,active_C_names,active_ODIR_labels
11,/data/eye_fundus/odir/all/13_left.jpg,pathological myopia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C8,Pathological_Myopia,MM
12,/data/eye_fundus/odir/all/14_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
13,/data/eye_fundus/odir/all/15_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
14,/data/eye_fundus/odir/all/16_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
15,/data/eye_fundus/odir/all/17_left.jpg,drusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C14,Drusen,
16,/data/eye_fundus/odir/all/18_left.jpg,pathological myopia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C8,Pathological_Myopia,MM
17,/data/eye_fundus/odir/all/19_left.jpg,mild nonproliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
18,/data/eye_fundus/odir/all/21_left.jpg,epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
19,/data/eye_fundus/odir/all/22_left.jpg,moderate non proliferative retinopathy;laser spot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR|C29,DR|Laser_Spots,DD
20,/data/eye_fundus/odir/all/23_left.jpg,hypertensive retinopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C7,Hypertensive_Retinopathy,HH
21,/data/eye_fundus/odir/all/24_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
22,/data/eye_fundus/odir/all/25_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
23,/data/eye_fundus/odir/all/26_left.jpg,moderate non proliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
24,/data/eye_fundus/odir/all/27_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
25,/data/eye_fundus/odir/all/28_left.jpg,hypertensive retinopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C7,Hypertensive_Retinopathy,HH
26,/data/eye_fundus/odir/all/29_left.jpg,epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
27,/data/eye_fundus/odir/all/31_left.jpg,epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
28,/data/eye_fundus/odir/all/32_left.jpg,hypertensive retinopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C7,Hypertensive_Retinopathy,HH
29,/data/eye_fundus/odir/all/33_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
30,/data/eye_fundus/odir/all/34_left.jpg,drusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C14,Drusen,
31,/data/eye_fundus/odir/all/35_left.jpg,pathological myopia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C8,Pathological_Myopia,MM
32,/data/eye_fundus/odir/all/37_left.jpg,macular epiretinal membrane;mild nonproliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR|C15,DR|Epiretinal_Membrane,DD
33,/data/eye_fundus/odir/all/39_left.jpg,pathological myopia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C8,Pathological_Myopia,MM
34,/data/eye_fundus/odir/all/40_left.jpg,macular epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
35,/data/eye_fundus/odir/all/41_left.jpg,epiretinal membrane;moderate non proliferative retinopathy;laser spot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR|C15|C29,DR|Epiretinal_Membrane|Laser_Spots,DD
36,/data/eye_fundus/odir/all/42_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
37,/data/eye_fundus/odir/all/43_left.jpg,wet age-related macular degeneration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C1,AMD,AA
38,/data/eye_fundus/odir/all/44_left.jpg,moderate non proliferative retinopathy;laser spot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR|C29,DR|Laser_Spots,DD
39,/data/eye_fundus/odir/all/45_left.jpg,hypertensive retinopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C7,Hypertensive_Retinopathy,HH
40,/data/eye_fundus/odir/all/46_left.jpg,moderate non proliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
41,/data/eye_fundus/odir/all/47_left.jpg,moderate non proliferative retinopathy;myelinated nerve fibers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR|C19,DR|Myelinated_Nerve_Fibers,DD
42,/data/eye_fundus/odir/all/48_left.jpg,dry age-related macular degeneration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C14,Drusen,AA
43,/data/eye_fundus/odir/all/49_left.jpg,mild nonproliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
44,/data/eye_fundus/odir/all/51_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
45,/data/eye_fundus/odir/all/52_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
46,/data/eye_fundus/odir/all/53_left.jpg,wet age-related macular degeneration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C1,AMD,AA
47,/data/eye_fundus/odir/all/54_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
48,/data/eye_fundus/odir/all/55_left.jpg,dry age-related macular degeneration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C14,Drusen,AA
49,/data/eye_fundus/odir/all/56_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
50,/data/eye_fundus/odir/all/58_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
51,/data/eye_fundus/odir/all/59_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
52,/data/eye_fundus/odir/all/60_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
53,/data/eye_fundus/odir/all/61_left.jpg,epiretinal membrane;myelinated nerve fibers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15|C19,Epiretinal_Membrane|Myelinated_Nerve_Fibers,
54,/data/eye_fundus/odir/all/62_left.jpg,hypertensive retinopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C7,Hypertensive_Retinopathy,HH
55,/data/eye_fundus/odir/all/63_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
56,/data/eye_fundus/odir/all/65_left.jpg,epiretinal membrane;lens dust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
57,/data/eye_fundus/odir/all/68_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
58,/data/eye_fundus/odir/all/69_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
59,/data/eye_fundus/odir/all/70_left.jpg,epiretinal membrane;lens dust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
60,/data/eye_fundus/odir/all/72_left.jpg,moderate non proliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
61,/data/eye_fundus/odir/all/73_left.jpg,macular epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
62,/data/eye_fundus/odir/all/75_left.jpg,drusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C14,Drusen,
63,/data/eye_fundus/odir/all/77_left.jpg,moderate non proliferative retinopathy;myelinated nerve fibers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR|C19,DR|Myelinated_Nerve_Fibers,DD
64,/data/eye_fundus/odir/all/79_left.jpg,epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
65,/data/eye_fundus/odir/all/81_left.jpg,moderate non proliferative retinopathy;cataract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,DR|C25,DR|Refractive_Media_Opacity,DD|CC
66,/data/eye_fundus/odir/all/82_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
67,/data/eye_fundus/odir/all/83_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
68,/data/eye_fundus/odir/all/84_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
69,/data/eye_fundus/odir/all/85_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
70,/data/eye_fundus/odir/all/86_left.jpg,mild nonproliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
71,/data/eye_fundus/odir/all/87_left.jpg,moderate non proliferative retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
72,/data/eye_fundus/odir/all/88_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
73,/data/eye_fundus/odir/all/91_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
74,/data/eye_fundus/odir/all/92_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
75,/data/eye_fundus/odir/all/93_left.jpg,moderate non proliferative retinopathy;retina fold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
76,/data/eye_fundus/odir/all/94_left.jpg,normal fundus;lens dust,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
78,/data/eye_fundus/odir/all/96_left.jpg,vitreous degeneration,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C10,Vitreous_Degeneration,
79,/data/eye_fundus/odir/all/97_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
80,/data/eye_fundus/odir/all/98_left.jpg,branch retinal vein occlusion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C11,BRVO,
81,/data/eye_fundus/odir/all/99_left.jpg,macular epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
82,/data/eye_fundus/odir/all/100_left.jpg,macular epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
83,/data/eye_fundus/odir/all/101_left.jpg,drusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C14,Drusen,
84,/data/eye_fundus/odir/all/102_left.jpg,dry age-related macular degeneration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C14,Drusen,AA
85,/data/eye_fundus/odir/all/103_left.jpg,cataract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C25,Refractive_Media_Opacity,CC
86,/data/eye_fundus/odir/all/105_left.jpg,epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
87,/data/eye_fundus/odir/all/106_left.jpg,pathological myopia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C8,Pathological_Myopia,MM
88,/data/eye_fundus/odir/all/107_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
89,/data/eye_fundus/odir/all/110_left.jpg,macular epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15,Epiretinal_Membrane,
90,/data/eye_fundus/odir/all/111_left.jpg,severe nonproliferative retinopathy;white vessel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR,DR,DD
91,/data/eye_fundus/odir/all/112_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
92,/data/eye_fundus/odir/all/113_left.jpg,moderate non proliferative retinopathy;epiretinal membrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DR|C15,DR|Epiretinal_Membrane,DD
93,/data/eye_fundus/odir/all/115_left.jpg,vitreous degeneration,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C10,Vitreous_Degeneration,
94,/data/eye_fundus/odir/all/116_left.jpg,hypertensive retinopathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C7,Hypertensive_Retinopathy,HH
95,/data/eye_fundus/odir/all/117_left.jpg,normal fundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C0,Normal,NN
